,value2,value,count,raw_left_value,raw_left_value2,variable,variable2
37,2.64 - 3.586,-5.46 - -4.535,0.014039185681058266,-5.46,2.64,days_since_100+_cases,d1PHHS
38,3.586 - 4.531,-5.46 - -4.535,0.2105877852158742,-5.46,3.586,days_since_100+_cases,d1PHHS
39,4.531 - 5.476,-5.46 - -4.535,0.20356819237534501,-5.46,4.531,days_since_100+_cases,d1PHHS
40,-3.975 - -3.03,-4.535 - -3.61,0.007019592840529133,-4.535,-3.975,days_since_100+_cases,d1PHHS
43,-1.14 - -0.1949,-4.535 - -3.61,0.00350979642026457,-4.535,-1.14,days_since_100+_cases,d1PHHS
46,1.695 - 2.64,-4.535 - -3.61,0.00350979642026457,-4.535,1.695,days_since_100+_cases,d1PHHS
47,2.64 - 3.586,-4.535 - -3.61,0.014039185681058266,-4.535,2.64,days_since_100+_cases,d1PHHS
48,3.586 - 4.531,-4.535 - -3.61,0.16847022817269935,-4.535,3.586,days_since_100+_cases,d1PHHS
49,4.531 - 5.476,-4.535 - -3.61,0.21058778521587412,-4.535,4.531,days_since_100+_cases,d1PHHS
57,2.64 - 3.586,-3.61 - -2.685,0.00701959284052914,-3.61,2.64,days_since_100+_cases,d1PHHS
58,3.586 - 4.531,-3.61 - -2.685,0.06317633556476232,-3.61,3.586,days_since_100+_cases,d1PHHS
59,4.531 - 5.476,-3.61 - -2.685,0.08423511408634975,-3.61,4.531,days_since_100+_cases,d1PHHS
66,1.695 - 2.64,-2.685 - -1.761,0.00350979642026457,-2.685,1.695,days_since_100+_cases,d1PHHS
68,3.586 - 4.531,-2.685 - -1.761,0.017548982101322847,-2.685,3.586,days_since_100+_cases,d1PHHS
69,4.531 - 5.476,-2.685 - -1.761,0.017548982101322844,-2.685,4.531,days_since_100+_cases,d1PHHS
79,4.531 - 5.476,-1.761 - -0.8359,0.0070195928405291375,-1.761,4.531,days_since_100+_cases,d1PHHS
99,4.531 - 5.476,0.08885 - 1.014,0.0070195928405291305,0.08885,4.531,days_since_100+_cases,d1PHHS
9,1.705 - 2.421,-8.234 - -7.309,0.004629866842217275,-8.234,1.705,days_since_100+_cases,d2PHHS
19,1.705 - 2.421,-7.309 - -6.384,0.004629866842217272,-7.309,1.705,days_since_100+_cases,d2PHHS
29,1.705 - 2.421,-6.384 - -5.46,0.023149334211086364,-6.384,1.705,days_since_100+_cases,d2PHHS
39,1.705 - 2.421,-5.46 - -4.535,0.046298668422172756,-5.46,1.705,days_since_100+_cases,d2PHHS
48,0.9881 - 1.705,-4.535 - -3.61,0.0046298668422172775,-4.535,0.9881,days_since_100+_cases,d2PHHS
49,1.705 - 2.421,-4.535 - -3.61,0.09259733684434551,-4.535,1.705,days_since_100+_cases,d2PHHS
58,0.9881 - 1.705,-3.61 - -2.685,0.03703893473773817,-3.61,0.9881,days_since_100+_cases,d2PHHS
59,1.705 - 2.421,-3.61 - -2.685,0.171305073162039,-3.61,1.705,days_since_100+_cases,d2PHHS
60,-4.743 - -4.027,-2.685 - -1.761,0.004629866842217272,-2.685,-4.743,days_since_100+_cases,d2PHHS
66,-0.4448 - 0.2717,-2.685 - -1.761,0.0046298668422172775,-2.685,-0.4448,days_since_100+_cases,d2PHHS
67,0.2717 - 0.9881,-2.685 - -1.761,0.004629866842217272,-2.685,0.2717,days_since_100+_cases,d2PHHS
68,0.9881 - 1.705,-2.685 - -1.761,0.18056480684647377,-2.685,0.9881,days_since_100+_cases,d2PHHS
69,1.705 - 2.421,-2.685 - -1.761,0.2963114779019056,-2.685,1.705,days_since_100+_cases,d2PHHS
73,-2.594 - -1.878,-1.761 - -0.8359,0.0046298668422172775,-1.761,-2.594,days_since_100+_cases,d2PHHS
76,-0.4448 - 0.2717,-1.761 - -0.8359,0.009259733684434555,-1.761,-0.4448,days_since_100+_cases,d2PHHS
77,0.2717 - 0.9881,-1.761 - -0.8359,0.023149334211086364,-1.761,0.2717,days_since_100+_cases,d2PHHS
78,0.9881 - 1.705,-1.761 - -0.8359,0.29168161105968843,-1.761,0.9881,days_since_100+_cases,d2PHHS
79,1.705 - 2.421,-1.761 - -0.8359,0.09722720368656279,-1.761,1.705,days_since_100+_cases,d2PHHS
80,-4.743 - -4.027,-0.8359 - 0.08885,0.009259733684434545,-0.8359,-4.743,days_since_100+_cases,d2PHHS
83,-2.594 - -1.878,-0.8359 - 0.08885,0.0046298668422172775,-0.8359,-2.594,days_since_100+_cases,d2PHHS
87,0.2717 - 0.9881,-0.8359 - 0.08885,0.01851946736886909,-0.8359,0.2717,days_since_100+_cases,d2PHHS
88,0.9881 - 1.705,-0.8359 - 0.08885,0.12963627158208374,-0.8359,0.9881,days_since_100+_cases,d2PHHS
89,1.705 - 2.421,-0.8359 - 0.08885,0.03240906789552093,-0.8359,1.705,days_since_100+_cases,d2PHHS
98,0.9881 - 1.705,0.08885 - 1.014,0.013889600526651813,0.08885,0.9881,days_since_100+_cases,d2PHHS
9,1.457 - 2.493,-8.234 - -7.309,0.0032015326791999476,-8.234,1.457,days_since_100+_cases,d3PHHS
49,1.457 - 2.493,-4.535 - -3.61,0.0032015326791999476,-4.535,1.457,days_since_100+_cases,d3PHHS
50,-7.868 - -6.832,-3.61 - -2.685,0.006403065358399898,-3.61,-7.868,days_since_100+_cases,d3PHHS
57,-0.6155 - 0.4206,-3.61 - -2.685,0.003201532679199949,-3.61,-0.6155,days_since_100+_cases,d3PHHS
58,0.4206 - 1.457,-3.61 - -2.685,0.0032015326791999515,-3.61,0.4206,days_since_100+_cases,d3PHHS
59,1.457 - 2.493,-3.61 - -2.685,0.012806130716799804,-3.61,1.457,days_since_100+_cases,d3PHHS
60,-7.868 - -6.832,-2.685 - -1.761,0.0032015326791999463,-2.685,-7.868,days_since_100+_cases,d3PHHS
63,-4.76 - -3.724,-2.685 - -1.761,0.006403065358399898,-2.685,-4.76,days_since_100+_cases,d3PHHS
66,-1.652 - -0.6155,-2.685 - -1.761,0.003201532679199949,-2.685,-1.652,days_since_100+_cases,d3PHHS
67,-0.6155 - 0.4206,-2.685 - -1.761,0.009604598037599837,-2.685,-0.6155,days_since_100+_cases,d3PHHS
68,0.4206 - 1.457,-2.685 - -1.761,0.12806130716799793,-2.685,0.4206,days_since_100+_cases,d3PHHS
69,1.457 - 2.493,-2.685 - -1.761,0.07363525162159881,-2.685,1.457,days_since_100+_cases,d3PHHS
76,-1.652 - -0.6155,-1.761 - -0.8359,0.006403065358399898,-1.761,-1.652,days_since_100+_cases,d3PHHS
77,-0.6155 - 0.4206,-1.761 - -0.8359,0.01600766339599973,-1.761,-0.6155,days_since_100+_cases,d3PHHS
78,0.4206 - 1.457,-1.761 - -0.8359,0.1696812319975973,-1.761,0.4206,days_since_100+_cases,d3PHHS
79,1.457 - 2.493,-1.761 - -0.8359,0.2625256796943957,-1.761,1.457,days_since_100+_cases,d3PHHS
88,0.4206 - 1.457,-0.8359 - 0.08885,0.1312628398471979,-0.8359,0.4206,days_since_100+_cases,d3PHHS
89,1.457 - 2.493,-0.8359 - 0.08885,0.13126283984719786,-0.8359,1.457,days_since_100+_cases,d3PHHS
97,-0.6155 - 0.4206,0.08885 - 1.014,0.0032015326791999463,0.08885,-0.6155,days_since_100+_cases,d3PHHS
98,0.4206 - 1.457,0.08885 - 1.014,0.02241072875439964,0.08885,0.4206,days_since_100+_cases,d3PHHS
99,1.457 - 2.493,0.08885 - 1.014,0.04482145750879927,0.08885,1.457,days_since_100+_cases,d3PHHS
9,1.894 - 2.642,-8.234 - -7.309,0.00443577460492267,-8.234,1.894,days_since_100+_cases,d4PHHS
29,1.894 - 2.642,-6.384 - -5.46,0.004435774604922673,-6.384,1.894,days_since_100+_cases,d4PHHS
36,-0.349 - 0.3988,-5.46 - -4.535,0.004435774604922672,-5.46,-0.349,days_since_100+_cases,d4PHHS
37,0.3988 - 1.147,-5.46 - -4.535,0.0044357746049226675,-5.46,0.3988,days_since_100+_cases,d4PHHS
38,1.147 - 1.894,-5.46 - -4.535,0.008871549209845344,-5.46,1.147,days_since_100+_cases,d4PHHS
39,1.894 - 2.642,-5.46 - -4.535,0.02217887302461335,-5.46,1.894,days_since_100+_cases,d4PHHS
40,-4.836 - -4.088,-4.535 - -3.61,0.0044357746049226675,-4.535,-4.836,days_since_100+_cases,d4PHHS
48,1.147 - 1.894,-4.535 - -3.61,0.07097239367876275,-4.535,1.147,days_since_100+_cases,d4PHHS
49,1.894 - 2.642,-4.535 - -3.61,0.03548619683938136,-4.535,1.894,days_since_100+_cases,d4PHHS
50,-4.836 - -4.088,-3.61 - -2.685,0.008871549209845345,-3.61,-4.836,days_since_100+_cases,d4PHHS
53,-2.592 - -1.845,-3.61 - -2.685,0.008871549209845354,-3.61,-2.592,days_since_100+_cases,d4PHHS
57,0.3988 - 1.147,-3.61 - -2.685,0.01774309841969069,-3.61,0.3988,days_since_100+_cases,d4PHHS
58,1.147 - 1.894,-3.61 - -2.685,0.13307323814768032,-3.61,1.147,days_since_100+_cases,d4PHHS
59,1.894 - 2.642,-3.61 - -2.685,0.17743098419690703,-3.61,1.894,days_since_100+_cases,d4PHHS
66,-0.349 - 0.3988,-2.685 - -1.761,0.004435774604922672,-2.685,-0.349,days_since_100+_cases,d4PHHS
67,0.3988 - 1.147,-2.685 - -1.761,0.013307323814768,-2.685,0.3988,days_since_100+_cases,d4PHHS
68,1.147 - 1.894,-2.685 - -1.761,0.22178873024613355,-2.685,1.147,days_since_100+_cases,d4PHHS
69,1.894 - 2.642,-2.685 - -1.761,0.23066027945597886,-2.685,1.894,days_since_100+_cases,d4PHHS
76,-0.349 - 0.3988,-1.761 - -0.8359,0.004435774604922672,-1.761,-0.349,days_since_100+_cases,d4PHHS
77,0.3988 - 1.147,-1.761 - -0.8359,0.008871549209845335,-1.761,0.3988,days_since_100+_cases,d4PHHS
78,1.147 - 1.894,-1.761 - -0.8359,0.12863746354275746,-1.761,1.147,days_since_100+_cases,d4PHHS
79,1.894 - 2.642,-1.761 - -0.8359,0.17299520959198414,-1.761,1.894,days_since_100+_cases,d4PHHS
88,1.147 - 1.894,-0.8359 - 0.08885,0.04879352065414939,-0.8359,1.147,days_since_100+_cases,d4PHHS
89,1.894 - 2.642,-0.8359 - 0.08885,0.07097239367876272,-0.8359,1.894,days_since_100+_cases,d4PHHS
98,1.147 - 1.894,0.08885 - 1.014,0.017743098419690677,0.08885,1.147,days_since_100+_cases,d4PHHS
99,1.894 - 2.642,0.08885 - 1.014,0.01774309841969067,0.08885,1.894,days_since_100+_cases,d4PHHS
9,3.84 - 4.626,-8.234 - -7.309,0.004224158655616922,-8.234,3.84,days_since_100+_cases,d5PHHS
18,3.055 - 3.84,-7.309 - -6.384,0.004224158655616922,-7.309,3.055,days_since_100+_cases,d5PHHS
23,-0.8712 - -0.08598,-6.384 - -5.46,0.008448317311233845,-6.384,-0.8712,days_since_100+_cases,d5PHHS
27,2.27 - 3.055,-6.384 - -5.46,0.012672475966850755,-6.384,2.27,days_since_100+_cases,d5PHHS
28,3.055 - 3.84,-6.384 - -5.46,0.12250060101289074,-6.384,3.055,days_since_100+_cases,d5PHHS
29,3.84 - 4.626,-6.384 - -5.46,0.06336237983425382,-6.384,3.84,days_since_100+_cases,d5PHHS
30,-3.227 - -2.442,-5.46 - -4.535,0.012672475966850758,-5.46,-3.227,days_since_100+_cases,d5PHHS
36,1.485 - 2.27,-5.46 - -4.535,0.008448317311233848,-5.46,1.485,days_since_100+_cases,d5PHHS
37,2.27 - 3.055,-5.46 - -4.535,0.012672475966850758,-5.46,2.27,days_since_100+_cases,d5PHHS
38,3.055 - 3.84,-5.46 - -4.535,0.2914669472375677,-5.46,3.055,days_since_100+_cases,d5PHHS
39,3.84 - 4.626,-5.46 - -4.535,0.2027596154696123,-5.46,3.84,days_since_100+_cases,d5PHHS
46,1.485 - 2.27,-4.535 - -3.61,0.004224158655616924,-4.535,1.485,days_since_100+_cases,d5PHHS
47,2.27 - 3.055,-4.535 - -3.61,0.01689663462246768,-4.535,2.27,days_since_100+_cases,d5PHHS
48,3.055 - 3.84,-4.535 - -3.61,0.1478455529465923,-4.535,3.055,days_since_100+_cases,d5PHHS
49,3.84 - 4.626,-4.535 - -3.61,0.2281045674033138,-4.535,3.84,days_since_100+_cases,d5PHHS
58,3.055 - 3.84,-3.61 - -2.685,0.03379326924493537,-3.61,3.055,days_since_100+_cases,d5PHHS
59,3.84 - 4.626,-3.61 - -2.685,0.10560396639042298,-3.61,3.84,days_since_100+_cases,d5PHHS
69,3.84 - 4.626,-2.685 - -1.761,0.04646574521178615,-2.685,3.84,days_since_100+_cases,d5PHHS
79,3.84 - 4.626,-1.761 - -0.8359,0.01689663462246769,-1.761,3.84,days_since_100+_cases,d5PHHS
89,3.84 - 4.626,-0.8359 - 0.08885,0.025344951933701537,-0.8359,3.84,days_since_100+_cases,d5PHHS
99,3.84 - 4.626,0.08885 - 1.014,0.008448317311233845,0.08885,3.84,days_since_100+_cases,d5PHHS
3,1.052 - 1.824,-8.234 - -7.309,0.008591710234663626,-8.234,1.052,days_since_100+_cases,d6+PHHS
6,3.368 - 4.141,-8.234 - -7.309,0.004295855117331813,-8.234,3.368,days_since_100+_cases,d6+PHHS
7,4.141 - 4.913,-8.234 - -7.309,0.021479275586659043,-8.234,4.141,days_since_100+_cases,d6+PHHS
8,4.913 - 5.685,-8.234 - -7.309,0.2878222928612314,-8.234,4.913,days_since_100+_cases,d6+PHHS
9,5.685 - 6.457,-8.234 - -7.309,0.16324249445860883,-8.234,5.685,days_since_100+_cases,d6+PHHS
10,-1.264 - -0.4923,-7.309 - -6.384,0.008591710234663617,-7.309,-1.264,days_since_100+_cases,d6+PHHS
16,3.368 - 4.141,-7.309 - -6.384,0.004295855117331813,-7.309,3.368,days_since_100+_cases,d6+PHHS
17,4.141 - 4.913,-7.309 - -6.384,0.021479275586659043,-7.309,4.141,days_since_100+_cases,d6+PHHS
18,4.913 - 5.685,-7.309 - -6.384,0.28352643774389963,-7.309,4.913,days_since_100+_cases,d6+PHHS
19,5.685 - 6.457,-7.309 - -6.384,0.30070985821322677,-7.309,5.685,days_since_100+_cases,d6+PHHS
20,-1.264 - -0.4923,-6.384 - -5.46,0.004295855117331807,-6.384,-1.264,days_since_100+_cases,d6+PHHS
26,3.368 - 4.141,-6.384 - -5.46,0.004295855117331811,-6.384,3.368,days_since_100+_cases,d6+PHHS
28,4.913 - 5.685,-6.384 - -5.46,0.030070985821322675,-6.384,4.913,days_since_100+_cases,d6+PHHS
29,5.685 - 6.457,-6.384 - -5.46,0.11598808816795886,-6.384,5.685,days_since_100+_cases,d6+PHHS
38,4.913 - 5.685,-5.46 - -4.535,0.004295855117331814,-5.46,4.913,days_since_100+_cases,d6+PHHS
39,5.685 - 6.457,-5.46 - -4.535,0.04725440629064994,-5.46,5.685,days_since_100+_cases,d6+PHHS
48,4.913 - 5.685,-4.535 - -3.61,0.004295855117331814,-4.535,4.913,days_since_100+_cases,d6+PHHS
49,5.685 - 6.457,-4.535 - -3.61,0.0343668409386545,-4.535,5.685,days_since_100+_cases,d6+PHHS
59,5.685 - 6.457,-3.61 - -2.685,0.02147927558665904,-3.61,5.685,days_since_100+_cases,d6+PHHS
69,5.685 - 6.457,-2.685 - -1.761,0.01718342046932724,-2.685,5.685,days_since_100+_cases,d6+PHHS
79,5.685 - 6.457,-1.761 - -0.8359,0.008591710234663624,-1.761,5.685,days_since_100+_cases,d6+PHHS
99,5.685 - 6.457,0.08885 - 1.014,0.004295855117331812,0.08885,5.685,days_since_100+_cases,d6+PHHS
9,4.621 - 5.464,-8.234 - -7.309,0.007870417482172196,-8.234,4.621,days_since_100+_cases,dHHS
16,2.092 - 2.935,-7.309 - -6.384,0.0039352087410860995,-7.309,2.092,days_since_100+_cases,dHHS
17,2.935 - 3.778,-7.309 - -6.384,0.003935208741086095,-7.309,2.935,days_since_100+_cases,dHHS
18,3.778 - 4.621,-7.309 - -6.384,0.051157713634119285,-7.309,3.778,days_since_100+_cases,dHHS
19,4.621 - 5.464,-7.309 - -6.384,0.03148166992868878,-7.309,4.621,days_since_100+_cases,dHHS
20,-2.965 - -2.122,-6.384 - -5.46,0.011805626223258285,-6.384,-2.965,days_since_100+_cases,dHHS
23,-0.4365 - 0.4065,-6.384 - -5.46,0.007870417482172199,-6.384,-0.4365,days_since_100+_cases,dHHS
26,2.092 - 2.935,-6.384 - -5.46,0.0039352087410860995,-6.384,2.092,days_since_100+_cases,dHHS
27,2.935 - 3.778,-6.384 - -5.46,0.01967604370543048,-6.384,2.935,days_since_100+_cases,dHHS
28,3.778 - 4.621,-6.384 - -5.46,0.16527876712561615,-6.384,3.778,days_since_100+_cases,dHHS
29,4.621 - 5.464,-6.384 - -5.46,0.11018584475041074,-6.384,4.621,days_since_100+_cases,dHHS
36,2.092 - 2.935,-5.46 - -4.535,0.0039352087410860995,-5.46,2.092,days_since_100+_cases,dHHS
37,2.935 - 3.778,-5.46 - -4.535,0.011805626223258285,-5.46,2.935,days_since_100+_cases,dHHS
38,3.778 - 4.621,-5.46 - -4.535,0.24791815068842424,-5.46,3.778,days_since_100+_cases,dHHS
39,4.621 - 5.464,-5.46 - -4.535,0.2636589856527686,-5.46,4.621,days_since_100+_cases,dHHS
47,2.935 - 3.778,-4.535 - -3.61,0.003935208741086095,-4.535,2.935,days_since_100+_cases,dHHS
48,3.778 - 4.621,-4.535 - -3.61,0.07870417482172198,-4.535,3.778,days_since_100+_cases,dHHS
49,4.621 - 5.464,-4.535 - -3.61,0.14953793216127173,-4.535,4.621,days_since_100+_cases,dHHS
58,3.778 - 4.621,-3.61 - -2.685,0.015740834964344398,-3.61,3.778,days_since_100+_cases,dHHS
59,4.621 - 5.464,-3.61 - -2.685,0.04328729615194708,-3.61,4.621,days_since_100+_cases,dHHS
69,4.621 - 5.464,-2.685 - -1.761,0.02361125244651659,-2.685,4.621,days_since_100+_cases,dHHS
79,4.621 - 5.464,-1.761 - -0.8359,0.01574083496434439,-1.761,4.621,days_since_100+_cases,dHHS
89,4.621 - 5.464,-0.8359 - 0.08885,0.003935208741086098,-0.8359,4.621,days_since_100+_cases,dHHS
99,4.621 - 5.464,0.08885 - 1.014,0.0039352087410860935,0.08885,4.621,days_since_100+_cases,dHHS
8,2.56 - 3.197,-8.234 - -7.309,0.0052076544329035706,-8.234,2.56,days_since_100+_cases,dCER
9,3.197 - 3.834,-8.234 - -7.309,0.015622963298710707,-8.234,3.197,days_since_100+_cases,dCER
17,1.923 - 2.56,-7.309 - -6.384,0.005207654432903565,-7.309,1.923,days_since_100+_cases,dCER
18,2.56 - 3.197,-7.309 - -6.384,0.03645358103032499,-7.309,2.56,days_since_100+_cases,dCER
19,3.197 - 3.834,-7.309 - -6.384,0.07811481649355352,-7.309,3.197,days_since_100+_cases,dCER
26,1.286 - 1.923,-6.384 - -5.46,0.0052076544329035706,-6.384,1.286,days_since_100+_cases,dCER
27,1.923 - 2.56,-6.384 - -5.46,0.005207654432903565,-6.384,1.923,days_since_100+_cases,dCER
28,2.56 - 3.197,-6.384 - -5.46,0.1562296329871071,-6.384,2.56,days_since_100+_cases,dCER
29,3.197 - 3.834,-6.384 - -5.46,0.2187214861819499,-6.384,3.197,days_since_100+_cases,dCER
33,-0.6247 - 0.01228,-5.46 - -4.535,0.0052076544329035706,-5.46,-0.6247,days_since_100+_cases,dCER
37,1.923 - 2.56,-5.46 - -4.535,0.01041530886580713,-5.46,1.923,days_since_100+_cases,dCER
38,2.56 - 3.197,-5.46 - -4.535,0.16143728742001068,-5.46,2.56,days_since_100+_cases,dCER
39,3.197 - 3.834,-5.46 - -4.535,0.13539901525549278,-5.46,3.197,days_since_100+_cases,dCER
40,-2.536 - -1.899,-4.535 - -3.61,0.005207654432903564,-4.535,-2.536,days_since_100+_cases,dCER
46,1.286 - 1.923,-4.535 - -3.61,0.005207654432903568,-4.535,1.286,days_since_100+_cases,dCER
47,1.923 - 2.56,-4.535 - -3.61,0.020830617731614254,-4.535,1.923,days_since_100+_cases,dCER
48,2.56 - 3.197,-4.535 - -3.61,0.18747555958452844,-4.535,2.56,days_since_100+_cases,dCER
49,3.197 - 3.834,-4.535 - -3.61,0.20830617731614268,-4.535,3.197,days_since_100+_cases,dCER
50,-2.536 - -1.899,-3.61 - -2.685,0.005207654432903567,-3.61,-2.536,days_since_100+_cases,dCER
56,1.286 - 1.923,-3.61 - -2.685,0.005207654432903572,-3.61,1.286,days_since_100+_cases,dCER
57,1.923 - 2.56,-3.61 - -2.685,0.010415308865807134,-3.61,1.923,days_since_100+_cases,dCER
58,2.56 - 3.197,-3.61 - -2.685,0.13019136082258928,-3.61,2.56,days_since_100+_cases,dCER
59,3.197 - 3.834,-3.61 - -2.685,0.1249837063896857,-3.61,3.197,days_since_100+_cases,dCER
68,2.56 - 3.197,-2.685 - -1.761,0.036453581030325,-2.685,2.56,days_since_100+_cases,dCER
69,3.197 - 3.834,-2.685 - -1.761,0.05728419876193928,-2.685,3.197,days_since_100+_cases,dCER
70,-2.536 - -1.899,-1.761 - -0.8359,0.005207654432903564,-1.761,-2.536,days_since_100+_cases,dCER
78,2.56 - 3.197,-1.761 - -0.8359,0.020830617731614272,-1.761,2.56,days_since_100+_cases,dCER
79,3.197 - 3.834,-1.761 - -0.8359,0.020830617731614265,-1.761,3.197,days_since_100+_cases,dCER
83,-0.6247 - 0.01228,-0.8359 - 0.08885,0.005207654432903568,-0.8359,-0.6247,days_since_100+_cases,dCER
88,2.56 - 3.197,-0.8359 - 0.08885,0.005207654432903568,-0.8359,2.56,days_since_100+_cases,dCER
99,3.197 - 3.834,0.08885 - 1.014,0.005207654432903563,0.08885,3.197,days_since_100+_cases,dCER
0,-8.234 - -7.309,-8.234 - -7.309,0.010760922816625234,-8.234,-8.234,days_since_100+_cases,days_since_100+_cases
33,-5.46 - -4.535,-5.46 - -4.535,0.007173948544416837,-5.46,-5.46,days_since_100+_cases,days_since_100+_cases
66,-2.685 - -1.761,-2.685 - -1.761,0.010760922816625253,-2.685,-2.685,days_since_100+_cases,days_since_100+_cases
77,-1.761 - -0.8359,-1.761 - -0.8359,0.03586974272208411,-1.761,-1.761,days_since_100+_cases,days_since_100+_cases
88,-0.8359 - 0.08885,-0.8359 - 0.08885,0.5093503466535954,-0.8359,-0.8359,days_since_100+_cases,days_since_100+_cases
99,0.08885 - 1.014,0.08885 - 1.014,0.5954377291865971,0.08885,0.08885,days_since_100+_cases,days_since_100+_cases
0,-2.36 - -1.817,-8.234 - -7.309,0.01831186144242437,-8.234,-2.36,days_since_100+_cases,cases
3,-0.7297 - -0.1862,-8.234 - -7.309,0.012207907628282926,-8.234,-0.7297,days_since_100+_cases,cases
7,1.444 - 1.987,-8.234 - -7.309,0.006103953814141456,-8.234,1.444,days_since_100+_cases,cases
8,1.987 - 2.531,-8.234 - -7.309,0.012207907628282926,-8.234,1.987,days_since_100+_cases,cases
16,0.9006 - 1.444,-7.309 - -6.384,0.012207907628282926,-7.309,0.9006,days_since_100+_cases,cases
17,1.444 - 1.987,-7.309 - -6.384,0.03662372288484874,-7.309,1.444,days_since_100+_cases,cases
18,1.987 - 2.531,-7.309 - -6.384,0.07324744576969755,-7.309,1.987,days_since_100+_cases,cases
26,0.9006 - 1.444,-6.384 - -5.46,0.006103953814141463,-6.384,0.9006,days_since_100+_cases,cases
27,1.444 - 1.987,-6.384 - -5.46,0.006103953814141456,-6.384,1.444,days_since_100+_cases,cases
28,1.987 - 2.531,-6.384 - -5.46,0.2685739678222243,-6.384,1.987,days_since_100+_cases,cases
29,2.531 - 3.074,-6.384 - -5.46,0.061039538141414613,-6.384,2.531,days_since_100+_cases,cases
37,1.444 - 1.987,-5.46 - -4.535,0.012207907628282912,-5.46,1.444,days_since_100+_cases,cases
38,1.987 - 2.531,-5.46 - -4.535,0.2563660601939414,-5.46,1.987,days_since_100+_cases,cases
39,2.531 - 3.074,-5.46 - -4.535,0.15259884535353652,-5.46,2.531,days_since_100+_cases,cases
48,1.987 - 2.531,-4.535 - -3.61,0.18922256823838543,-4.535,1.987,days_since_100+_cases,cases
49,2.531 - 3.074,-4.535 - -3.61,0.21974233730909268,-4.535,2.531,days_since_100+_cases,cases
58,1.987 - 2.531,-3.61 - -2.685,0.06103953814141459,-3.61,1.987,days_since_100+_cases,cases
59,2.531 - 3.074,-3.61 - -2.685,0.19532652205252665,-3.61,2.531,days_since_100+_cases,cases
68,1.987 - 2.531,-2.685 - -1.761,0.0061039538141414605,-2.685,1.987,days_since_100+_cases,cases
69,2.531 - 3.074,-2.685 - -1.761,0.23195024493737543,-2.685,2.531,days_since_100+_cases,cases
79,2.531 - 3.074,-1.761 - -0.8359,0.09155930721212194,-1.761,2.531,days_since_100+_cases,cases
89,2.531 - 3.074,-0.8359 - 0.08885,0.030519769070707317,-0.8359,2.531,days_since_100+_cases,cases
99,2.531 - 3.074,0.08885 - 1.014,0.03051976907070727,0.08885,2.531,days_since_100+_cases,cases
0,-2.392 - -1.791,-2.36 - -1.817,0.01877408601119258,-2.36,-2.392,cases,logPOP
1,-1.791 - -1.19,-2.36 - -1.817,0.028161129016788865,-2.36,-1.791,cases,logPOP
2,-1.19 - -0.5885,-2.36 - -1.817,0.00938704300559629,-2.36,-1.19,cases,logPOP
10,-2.392 - -1.791,-1.817 - -1.273,0.03754817202238517,-1.817,-2.392,cases,logPOP
11,-1.791 - -1.19,-1.817 - -1.273,0.018774086011192584,-1.817,-1.791,cases,logPOP
12,-1.19 - -0.5885,-1.817 - -1.273,0.04693521502798145,-1.817,-1.19,cases,logPOP
13,-0.5885 - 0.01286,-1.817 - -1.273,0.05632225803357775,-1.817,-0.5885,cases,logPOP
14,0.01286 - 0.6142,-1.817 - -1.273,0.028161129016788886,-1.817,0.01286,cases,logPOP
20,-2.392 - -1.791,-1.273 - -0.7297,0.018774086011192584,-1.273,-2.392,cases,logPOP
21,-1.791 - -1.19,-1.273 - -0.7297,0.10325747306155922,-1.273,-1.791,cases,logPOP
22,-1.19 - -0.5885,-1.273 - -0.7297,0.19712790311752212,-1.273,-1.19,cases,logPOP
23,-0.5885 - 0.01286,-1.273 - -0.7297,0.24406311814550363,-1.273,-0.5885,cases,logPOP
24,0.01286 - 0.6142,-1.273 - -0.7297,0.12203155907275183,-1.273,0.01286,cases,logPOP
25,0.6142 - 1.216,-1.273 - -0.7297,0.018774086011192577,-1.273,0.6142,cases,logPOP
31,-1.791 - -1.19,-0.7297 - -0.1862,0.03754817202238516,-0.7297,-1.791,cases,logPOP
32,-1.19 - -0.5885,-0.7297 - -0.1862,0.23467607513990724,-0.7297,-1.19,cases,logPOP
33,-0.5885 - 0.01286,-0.7297 - -0.1862,0.2628372041566961,-0.7297,-0.5885,cases,logPOP
34,0.01286 - 0.6142,-0.7297 - -0.1862,0.2159019891287147,-0.7297,0.01286,cases,logPOP
35,0.6142 - 1.216,-0.7297 - -0.1862,0.10325747306155914,-0.7297,0.6142,cases,logPOP
36,1.216 - 1.817,-0.7297 - -0.1862,0.028161129016788855,-0.7297,1.216,cases,logPOP
42,-1.19 - -0.5885,-0.1862 - 0.3572,0.03754817202238516,-0.1862,-1.19,cases,logPOP
43,-0.5885 - 0.01286,-0.1862 - 0.3572,0.07509634404477032,-0.1862,-0.5885,cases,logPOP
44,0.01286 - 0.6142,-0.1862 - 0.3572,0.15957973109513696,-0.1862,0.01286,cases,logPOP
45,0.6142 - 1.216,-0.1862 - 0.3572,0.10325747306155914,-0.1862,0.6142,cases,logPOP
46,1.216 - 1.817,-0.1862 - 0.3572,0.05632225803357771,-0.1862,1.216,cases,logPOP
53,-0.5885 - 0.01286,0.3572 - 0.9006,0.009387043005596295,0.3572,-0.5885,cases,logPOP
