Table Name,Sort,Variable Name,Variable Description,Variable Type,Variable Width,Decimal Places,Source,Variable Description (Simplified),Select Column? (y/n),Variable-Catg,Variable-Sub-Catg
ACS1418_02,130,ACSWRKHOME,2018 Workers 16+ Worked at Home (ACS 5-Yr),N,9,0,ACS,Workers 16+ Worked at Home,y,Workers 16+ Worked at Home,
ACS1418_02,131,MOEWRKHOME,2018 Workers 16+ Worked at Home MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Worked at Home MOE,,Workers 16+ Worked at Home MOE,
ACS1418_02,132,RELWRKHOME,2018 Workers 16+ Worked at Home REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Worked at Home REL,,Workers 16+ Worked at Home REL,
ACS1418_02,133,ACSTWRKBAS,2018 Workers Age 16+ Commute to Work Base (ACS 5-Yr),N,9,0,ACS,Workers Age 16+ Commute to Work Base,,Workers Age 16+ Commute to Work Base,
ACS1418_02,134,MOETWRKBAS,2018 Workers Age 16+ Commute to Work Base MOE (ACS 5-Yr),N,9,0,MOE,Workers Age 16+ Commute to Work Base MOE,,Workers Age 16+ Commute to Work Base MOE,
ACS1418_02,135,RELTWRKBAS,2018 Workers Age 16+ Commute to Work Base REL (ACS 5-Yr),N,1,0,REL,Workers Age 16+ Commute to Work Base REL,,Workers Age 16+ Commute to Work Base REL,
ACS1418_02,136,ACSTWORKU5,2018 Workers 16+ Commute < 5 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute < 5 minutes,,Workers 16+ Commute < 5 minutes,
ACS1418_02,137,MOETWORKU5,2018 Workers 16+ Commute < 5 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute < 5 minutes MOE,,Workers 16+ Commute < 5 minutes MOE,
ACS1418_02,138,RELTWORKU5,2018 Workers 16+ Commute < 5 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute < 5 minutes REL,,Workers 16+ Commute < 5 minutes REL,
ACS1418_02,139,ACSTWORK5,2018 Workers 16+ Commute 5-9 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 5-9 minutes,,Workers 16+ Commute 5-9 minutes,
ACS1418_02,140,MOETWORK5,2018 Workers 16+ Commute 5-9 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 5-9 minutes MOE,,Workers 16+ Commute 5-9 minutes MOE,
ACS1418_02,141,RELTWORK5,2018 Workers 16+ Commute 5-9 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 5-9 minutes REL,,Workers 16+ Commute 5-9 minutes REL,
ACS1418_02,142,ACSTWORK10,2018 Workers 16+ Commute 10-14 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 10-14 minutes,,Workers 16+ Commute 10-14 minutes,
ACS1418_02,143,MOETWORK10,2018 Workers 16+ Commute 10-14 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 10-14 minutes MOE,,Workers 16+ Commute 10-14 minutes MOE,
ACS1418_02,144,RELTWORK10,2018 Workers 16+ Commute 10-14 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 10-14 minutes REL,,Workers 16+ Commute 10-14 minutes REL,
ACS1418_02,145,ACSTWORK15,2018 Workers 16+ Commute 15-19 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 15-19 minutes,,Workers 16+ Commute 15-19 minutes,
ACS1418_02,146,MOETWORK15,2018 Workers 16+ Commute 15-19 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 15-19 minutes MOE,,Workers 16+ Commute 15-19 minutes MOE,
ACS1418_02,147,RELTWORK15,2018 Workers 16+ Commute 15-19 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 15-19 minutes REL,,Workers 16+ Commute 15-19 minutes REL,
ACS1418_02,148,ACSTWORK20,2018 Workers 16+ Commute 20-24 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 20-24 minutes,,Workers 16+ Commute 20-24 minutes,
ACS1418_02,149,MOETWORK20,2018 Workers 16+ Commute 20-24 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 20-24 minutes MOE,,Workers 16+ Commute 20-24 minutes MOE,
ACS1418_02,150,RELTWORK20,2018 Workers 16+ Commute 20-24 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 20-24 minutes REL,,Workers 16+ Commute 20-24 minutes REL,
ACS1418_02,151,ACSTWORK25,2018 Workers 16+ Commute 25-29 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 25-29 minutes,,Workers 16+ Commute 25-29 minutes,
ACS1418_02,152,MOETWORK25,2018 Workers 16+ Commute 25-29 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 25-29 minutes MOE,,Workers 16+ Commute 25-29 minutes MOE,
ACS1418_02,153,RELTWORK25,2018 Workers 16+ Commute 25-29 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 25-29 minutes REL,,Workers 16+ Commute 25-29 minutes REL,
ACS1418_02,154,ACSTWORK30,2018 Workers 16+ Commute 30-34 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 30-34 minutes,,Workers 16+ Commute 30-34 minutes,
ACS1418_02,155,MOETWORK30,2018 Workers 16+ Commute 30-34 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 30-34 minutes MOE,,Workers 16+ Commute 30-34 minutes MOE,
ACS1418_02,156,RELTWORK30,2018 Workers 16+ Commute 30-34 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 30-34 minutes REL,,Workers 16+ Commute 30-34 minutes REL,
ACS1418_02,157,ACSTWORK35,2018 Workers 16+ Commute 35-39 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 35-39 minutes,,Workers 16+ Commute 35-39 minutes,
ACS1418_02,158,MOETWORK35,2018 Workers 16+ Commute 35-39 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 35-39 minutes MOE,,Workers 16+ Commute 35-39 minutes MOE,
ACS1418_02,159,RELTWORK35,2018 Workers 16+ Commute 35-39 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 35-39 minutes REL,,Workers 16+ Commute 35-39 minutes REL,
ACS1418_02,160,ACSTWORK40,2018 Workers 16+ Commute 40-44 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 40-44 minutes,,Workers 16+ Commute 40-44 minutes,
ACS1418_02,161,MOETWORK40,2018 Workers 16+ Commute 40-44 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 40-44 minutes MOE,,Workers 16+ Commute 40-44 minutes MOE,
ACS1418_02,162,RELTWORK40,2018 Workers 16+ Commute 40-44 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 40-44 minutes REL,,Workers 16+ Commute 40-44 minutes REL,
ACS1418_02,163,ACSTWORK45,2018 Workers 16+ Commute 45-59 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 45-59 minutes,,Workers 16+ Commute 45-59 minutes,
ACS1418_02,164,MOETWORK45,2018 Workers 16+ Commute 45-59 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 45-59 minutes MOE,,Workers 16+ Commute 45-59 minutes MOE,
ACS1418_02,165,RELTWORK45,2018 Workers 16+ Commute 45-59 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 45-59 minutes REL,,Workers 16+ Commute 45-59 minutes REL,
ACS1418_02,166,ACSTWORK60,2018 Workers 16+ Commute 60-89 minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 60-89 minutes,,Workers 16+ Commute 60-89 minutes,
ACS1418_02,167,MOETWORK60,2018 Workers 16+ Commute 60-89 minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 60-89 minutes MOE,,Workers 16+ Commute 60-89 minutes MOE,
ACS1418_02,168,RELTWORK60,2018 Workers 16+ Commute 60-89 minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 60-89 minutes REL,,Workers 16+ Commute 60-89 minutes REL,
ACS1418_02,169,ACSTWORK90,2018 Workers 16+ Commute 90+ minutes (ACS 5-Yr),N,9,0,ACS,Workers 16+ Commute 90+ minutes,,Workers 16+ Commute 90+ minutes,
ACS1418_02,170,MOETWORK90,2018 Workers 16+ Commute 90+ minutes MOE (ACS 5-Yr),N,9,0,MOE,Workers 16+ Commute 90+ minutes MOE,,Workers 16+ Commute 90+ minutes MOE,
ACS1418_02,171,RELTWORK90,2018 Workers 16+ Commute 90+ minutes REL (ACS 5-Yr),N,1,0,REL,Workers 16+ Commute 90+ minutes REL,,Workers 16+ Commute 90+ minutes REL,
ACS1418_02,172,ACSAVGTWRK,2018 Average Commute to Work for Workers 16+ (ACS 5-Yr),N,9,1,ACS,Average Commute to Work for Workers 16+,,Average Commute to Work for Workers 16+,
ACS1418_02,173,MOEAVGTWRK,2018 Average Commute to Work for Workers 16+ MOE (ACS 5-Yr),N,9,1,MOE,Average Commute to Work for Workers 16+ MOE,,Average Commute to Work for Workers 16+ MOE,
ACS1418_02,174,RELAVGTWRK,2018 Average Commute to Work for Workers 16+ REL (ACS 5-Yr),N,1,0,REL,Average Commute to Work for Workers 16+ REL,,Average Commute to Work for Workers 16+ REL,
ACS1418_02,175,ACSAGGTWRK,2018 Aggregate Commute to Work in Minutes (ACS 5-Yr),N,15,0,ACS,Aggregate Commute to Work in Minutes,,Aggregate Commute to Work in Minutes,
ACS1418_02,176,MOEAGGTWRK,2018 Aggregate Commute to Work in Minutes MOE (ACS 5-Yr),N,15,0,MOE,Aggregate Commute to Work in Minutes MOE,,Aggregate Commute to Work in Minutes MOE,
ACS1418_02,177,RELAGGTWRK,2018 Aggregate Commute to Work in Minutes REL (ACS 5-Yr),N,1,0,REL,Aggregate Commute to Work in Minutes REL,,Aggregate Commute to Work in Minutes REL,
ACS1418_02,178,ACSCIVEMP,2018 Civilian Employed Population Age 16+ (ACS 5-Yr),N,9,0,ACS,Civilian Employed Population Age 16+,y,Civilian Employed Population Age 16+,
ACS1418_02,179,MOECIVEMP,2018 Civilian Employed Population Age 16+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Population Age 16+ MOE,,Civilian Employed Population Age 16+ MOE,
ACS1418_02,180,RELCIVEMP,2018 Civilian Employed Population Age 16+ REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Population Age 16+ REL,,Civilian Employed Population Age 16+ REL,
ACS1418_02,181,ACSMCIVEMP,2018 Civilian Employed Male Population Age 16+ (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male Population Age 16+,y,Civilian Employed Male Population Age 16+,
ACS1418_02,182,MOEMCIVEMP,2018 Civilian Employed Male Population Age 16+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male Population Age 16+ MOE,,Civilian Employed Male Population Age 16+ MOE,
ACS1418_02,183,RELMCIVEMP,2018 Civilian Employed Male Population Age 16+ REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male Population Age 16+ REL,,Civilian Employed Male Population Age 16+ REL,
ACS1418_02,184,ACSMEPRIVP,2018 Civilian Employed Male 16+: Private For-Profit Co Employee (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Private For-Profit Co Employee,,Civilian Employed Male 16+,Private For-Profit Co Employee
ACS1418_02,185,MOEMEPRIVP,2018 Civilian Employed Male 16+: Private For-Profit Co Employee MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Private For-Profit Co Employee MOE,,Civilian Employed Male 16+,Private For-Profit Co Employee MOE
ACS1418_02,186,RELMEPRIVP,2018 Civilian Employed Male 16+: Private For-Profit Co Employee REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Private For-Profit Co Employee REL,,Civilian Employed Male 16+,Private For-Profit Co Employee REL
ACS1418_02,187,ACSMSELFI,2018 Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus,,Civilian Employed Male 16+,Private For-Profit Self-Emp Inc Bus
ACS1418_02,188,MOEMSELFI,2018 Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus MOE,,Civilian Employed Male 16+,Private For-Profit Self-Emp Inc Bus MOE
ACS1418_02,189,RELMSELFI,2018 Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Private For-Profit Self-Emp Inc Bus REL,,Civilian Employed Male 16+,Private For-Profit Self-Emp Inc Bus REL
ACS1418_02,190,ACSMPRIVNP,2018 Civilian Employed Male 16+: Private Not-For-Profit Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Private Not-For-Profit Worker,,Civilian Employed Male 16+,Private Not-For-Profit Worker
ACS1418_02,191,MOEMPRIVNP,2018 Civilian Employed Male 16+: Private Not-For-Profit Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Private Not-For-Profit Worker MOE,,Civilian Employed Male 16+,Private Not-For-Profit Worker MOE
ACS1418_02,192,RELMPRIVNP,2018 Civilian Employed Male 16+: Private Not-For-Profit Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Private Not-For-Profit Worker REL,,Civilian Employed Male 16+,Private Not-For-Profit Worker REL
ACS1418_02,193,ACSMLOCGOV,2018 Civilian Employed Male 16+: Local Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Local Government Worker,,Civilian Employed Male 16+,Local Government Worker
ACS1418_02,194,MOEMLOCGOV,2018 Civilian Employed Male 16+: Local Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Local Government Worker MOE,,Civilian Employed Male 16+,Local Government Worker MOE
ACS1418_02,195,RELMLOCGOV,2018 Civilian Employed Male 16+: Local Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Local Government Worker REL,,Civilian Employed Male 16+,Local Government Worker REL
ACS1418_02,196,ACSMSTGOV,2018 Civilian Employed Male 16+: State Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: State Government Worker,,Civilian Employed Male 16+,State Government Worker
ACS1418_02,197,MOEMSTGOV,2018 Civilian Employed Male 16+: State Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: State Government Worker MOE,,Civilian Employed Male 16+,State Government Worker MOE
ACS1418_02,198,RELMSTGOV,2018 Civilian Employed Male 16+: State Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: State Government Worker REL,,Civilian Employed Male 16+,State Government Worker REL
ACS1418_02,199,ACSMFEDGOV,2018 Civilian Employed Male 16+: Federal Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Federal Government Worker,,Civilian Employed Male 16+,Federal Government Worker
ACS1418_02,200,MOEMFEDGOV,2018 Civilian Employed Male 16+: Federal Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Federal Government Worker MOE,,Civilian Employed Male 16+,Federal Government Worker MOE
ACS1418_02,201,RELMFEDGOV,2018 Civilian Employed Male 16+: Federal Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Federal Government Worker REL,,Civilian Employed Male 16+,Federal Government Worker REL
ACS1418_02,202,ACSMSELFNI,2018 Civilian Employed Male 16+: Self-Employed/Not Inc Business (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Self-Employed/Not Inc Business,,Civilian Employed Male 16+,Self-Employed/Not Inc Business
ACS1418_02,203,MOEMSELFNI,2018 Civilian Employed Male 16+: Self-Employed/Not Inc Business MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Self-Employed/Not Inc Business MOE,,Civilian Employed Male 16+,Self-Employed/Not Inc Business MOE
ACS1418_02,204,RELMSELFNI,2018 Civilian Employed Male 16+: Self-Employed/Not Inc Business REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Self-Employed/Not Inc Business REL,,Civilian Employed Male 16+,Self-Employed/Not Inc Business REL
ACS1418_02,205,ACSMUNPDFM,2018 Civilian Employed Male 16+: Unpaid Family Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Male 16+: Unpaid Family Worker,,Civilian Employed Male 16+,Unpaid Family Worker
ACS1418_02,206,MOEMUNPDFM,2018 Civilian Employed Male 16+: Unpaid Family Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Male 16+: Unpaid Family Worker MOE,,Civilian Employed Male 16+,Unpaid Family Worker MOE
ACS1418_02,207,RELMUNPDFM,2018 Civilian Employed Male 16+: Unpaid Family Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Male 16+: Unpaid Family Worker REL,,Civilian Employed Male 16+,Unpaid Family Worker REL
ACS1418_02,208,ACSFCIVEMP,2018 Civilian Employed Female Population Age 16+ (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female Population Age 16+,y,Civilian Employed Female Population Age 16+,
ACS1418_02,209,MOEFCIVEMP,2018 Civilian Employed Female Population Age 16+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female Population Age 16+ MOE,,Civilian Employed Female Population Age 16+ MOE,
ACS1418_02,210,RELFCIVEMP,2018 Civilian Employed Female Population Age 16+ REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female Population Age 16+ REL,,Civilian Employed Female Population Age 16+ REL,
ACS1418_02,211,ACSFEPRIVP,2018 Civilian Employed Female 16+: Private For-Profit Co Employee (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Private For-Profit Co Employee,,Civilian Employed Female 16+,Private For-Profit Co Employee
ACS1418_02,212,MOEFEPRIVP,2018 Civilian Employed Female 16+: Private For-Profit Co Employee MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Private For-Profit Co Employee MOE,,Civilian Employed Female 16+,Private For-Profit Co Employee MOE
ACS1418_02,213,RELFEPRIVP,2018 Civilian Employed Female 16+: Private For-Profit Co Employee REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Private For-Profit Co Employee REL,,Civilian Employed Female 16+,Private For-Profit Co Employee REL
ACS1418_02,214,ACSFSELFI,2018 Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus,,Civilian Employed Female 16+,Private For-Profit Self-Emp Inc Bus
ACS1418_02,215,MOEFSELFI,2018 Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus MOE,,Civilian Employed Female 16+,Private For-Profit Self-Emp Inc Bus MOE
ACS1418_02,216,RELFSELFI,2018 Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Private For-Profit Self-Emp Inc Bus REL,,Civilian Employed Female 16+,Private For-Profit Self-Emp Inc Bus REL
ACS1418_02,217,ACSFPRIVNP,2018 Civilian Employed Female 16+: Private Not-For-Profit Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Private Not-For-Profit Worker,,Civilian Employed Female 16+,Private Not-For-Profit Worker
ACS1418_02,218,MOEFPRIVNP,2018 Civilian Employed Female 16+: Private Not-For-Profit Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Private Not-For-Profit Worker MOE,,Civilian Employed Female 16+,Private Not-For-Profit Worker MOE
ACS1418_02,219,RELFPRIVNP,2018 Civilian Employed Female 16+: Private Not-For-Profit Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Private Not-For-Profit Worker REL,,Civilian Employed Female 16+,Private Not-For-Profit Worker REL
ACS1418_02,220,ACSFLOCGOV,2018 Civilian Employed Female 16+: Local Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Local Government Worker,,Civilian Employed Female 16+,Local Government Worker
ACS1418_02,221,MOEFLOCGOV,2018 Civilian Employed Female 16+: Local Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Local Government Worker MOE,,Civilian Employed Female 16+,Local Government Worker MOE
ACS1418_02,222,RELFLOCGOV,2018 Civilian Employed Female 16+: Local Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Local Government Worker REL,,Civilian Employed Female 16+,Local Government Worker REL
ACS1418_02,223,ACSFSTGOV,2018 Civilian Employed Female 16+: State Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: State Government Worker,,Civilian Employed Female 16+,State Government Worker
ACS1418_02,224,MOEFSTGOV,2018 Civilian Employed Female 16+: State Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: State Government Worker MOE,,Civilian Employed Female 16+,State Government Worker MOE
ACS1418_02,225,RELFSTGOV,2018 Civilian Employed Female 16+: State Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: State Government Worker REL,,Civilian Employed Female 16+,State Government Worker REL
ACS1418_02,226,ACSFFEDGOV,2018 Civilian Employed Female 16+: Federal Government Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Federal Government Worker,,Civilian Employed Female 16+,Federal Government Worker
ACS1418_02,227,MOEFFEDGOV,2018 Civilian Employed Female 16+: Federal Government Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Federal Government Worker MOE,,Civilian Employed Female 16+,Federal Government Worker MOE
ACS1418_02,228,RELFFEDGOV,2018 Civilian Employed Female 16+: Federal Government Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Federal Government Worker REL,,Civilian Employed Female 16+,Federal Government Worker REL
ACS1418_02,229,ACSFSELFNI,2018 Civilian Employed Female 16+: Self-Employed/Not Inc Business (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Self-Employed/Not Inc Business,,Civilian Employed Female 16+,Self-Employed/Not Inc Business
ACS1418_02,230,MOEFSELFNI,2018 Civilian Employed Female 16+: Self-Employed/Not Inc Business MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Self-Employed/Not Inc Business MOE,,Civilian Employed Female 16+,Self-Employed/Not Inc Business MOE
ACS1418_02,231,RELFSELFNI,2018 Civilian Employed Female 16+: Self-Employed/Not Inc Business REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Self-Employed/Not Inc Business REL,,Civilian Employed Female 16+,Self-Employed/Not Inc Business REL
ACS1418_02,232,ACSFUNPDFM,2018 Civilian Employed Female 16+: Unpaid Family Worker (ACS 5-Yr),N,9,0,ACS,Civilian Employed Female 16+: Unpaid Family Worker,,Civilian Employed Female 16+,Unpaid Family Worker
ACS1418_02,233,MOEFUNPDFM,2018 Civilian Employed Female 16+: Unpaid Family Worker MOE (ACS 5-Yr),N,9,0,MOE,Civilian Employed Female 16+: Unpaid Family Worker MOE,,Civilian Employed Female 16+,Unpaid Family Worker MOE
ACS1418_02,234,RELFUNPDFM,2018 Civilian Employed Female 16+: Unpaid Family Worker REL (ACS 5-Yr),N,1,0,REL,Civilian Employed Female 16+: Unpaid Family Worker REL,,Civilian Employed Female 16+,Unpaid Family Worker REL
ACS1418_03,1,ACSCIVPOP,2018 Civilian Population Age 18+ (ACS 5-Yr),N,9,0,ACS,Civilian Population Age 18+,y,Civilian Population Age 18+,
ACS1418_03,2,MOECIVPOP,2018 Civilian Population Age 18+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Population Age 18+ MOE,,Civilian Population Age 18+ MOE,
ACS1418_03,3,RELCIVPOP,2018 Civilian Population Age 18+ REL (ACS 5-Yr),N,1,0,REL,Civilian Population Age 18+ REL,,Civilian Population Age 18+ REL,
ACS1418_03,4,ACSVET,2018 Civilian Population 18+: Veteran (ACS 5-Yr),N,9,0,ACS,Civilian Population 18+: Veteran,,Civilian Population 18+,Veteran
ACS1418_03,5,MOEVET,2018 Civilian Population 18+: Veteran MOE (ACS 5-Yr),N,9,0,MOE,Civilian Population 18+: Veteran MOE,,Civilian Population 18+,Veteran MOE
ACS1418_03,6,RELVET,2018 Civilian Population 18+: Veteran REL (ACS 5-Yr),N,1,0,REL,Civilian Population 18+: Veteran REL,,Civilian Population 18+,Veteran REL
ACS1418_03,7,ACSNONVET,2018 Civilian Population 18+: Nonveteran (ACS 5-Yr),N,9,0,ACS,Civilian Population 18+: Nonveteran,,Civilian Population 18+,Nonveteran
ACS1418_03,8,MOENONVET,2018 Civilian Population 18+: Nonveteran MOE (ACS 5-Yr),N,9,0,MOE,Civilian Population 18+: Nonveteran MOE,,Civilian Population 18+,Nonveteran MOE
ACS1418_03,9,RELNONVET,2018 Civilian Population 18+: Nonveteran REL (ACS 5-Yr),N,1,0,REL,Civilian Population 18+: Nonveteran REL,,Civilian Population 18+,Nonveteran REL
ACS1418_03,10,ACSMCIVPOP,2018 Civilian Male Population 18+ (ACS 5-Yr),N,9,0,ACS,Civilian Male Population 18+,y,Civilian Male Population 18+,
ACS1418_03,11,MOEMCIVPOP,2018 Civilian Male Population 18+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Male Population 18+ MOE,,Civilian Male Population 18+ MOE,
ACS1418_03,12,RELMCIVPOP,2018 Civilian Male Population 18+ REL (ACS 5-Yr),N,1,0,REL,Civilian Male Population 18+ REL,,Civilian Male Population 18+ REL,
ACS1418_03,13,ACSMVET,2018 Civilian Male Population 18+: Veteran (ACS 5-Yr),N,9,0,ACS,Civilian Male Population 18+: Veteran,,Civilian Male Population 18+,Veteran
ACS1418_03,14,MOEMVET,2018 Civilian Male Population 18+: Veteran MOE (ACS 5-Yr),N,9,0,MOE,Civilian Male Population 18+: Veteran MOE,,Civilian Male Population 18+,Veteran MOE
ACS1418_03,15,RELMVET,2018 Civilian Male Population 18+: Veteran REL (ACS 5-Yr),N,1,0,REL,Civilian Male Population 18+: Veteran REL,,Civilian Male Population 18+,Veteran REL
ACS1418_03,16,ACSMNONVET,2018 Civilian Male Population 18+: Nonveteran (ACS 5-Yr),N,9,0,ACS,Civilian Male Population 18+: Nonveteran,,Civilian Male Population 18+,Nonveteran
ACS1418_03,17,MOEMNONVET,2018 Civilian Male Population 18+: Nonveteran MOE (ACS 5-Yr),N,9,0,MOE,Civilian Male Population 18+: Nonveteran MOE,,Civilian Male Population 18+,Nonveteran MOE
ACS1418_03,18,RELMNONVET,2018 Civilian Male Population 18+: Nonveteran REL (ACS 5-Yr),N,1,0,REL,Civilian Male Population 18+: Nonveteran REL,,Civilian Male Population 18+,Nonveteran REL
ACS1418_03,19,ACSFCIVPOP,2018 Civilian Female Population 18+ (ACS 5-Yr),N,9,0,ACS,Civilian Female Population 18+,,Civilian Female Population 18+,
ACS1418_03,20,MOEFCIVPOP,2018 Civilian Female Population 18+ MOE (ACS 5-Yr),N,9,0,MOE,Civilian Female Population 18+ MOE,,Civilian Female Population 18+ MOE,
ACS1418_03,21,RELFCIVPOP,2018 Civilian Female Population 18+ REL (ACS 5-Yr),N,1,0,REL,Civilian Female Population 18+ REL,,Civilian Female Population 18+ REL,
ACS1418_03,22,ACSFVET,2018 Civilian Female Population 18+: Veteran (ACS 5-Yr),N,9,0,ACS,Civilian Female Population 18+: Veteran,,Civilian Female Population 18+,Veteran
