code,logPOP_effect,dPOP_effect,logPOP_cause,dPOP_cause,legend_logPOP,legend_dPOP,0-19_effect,20-39_effect,40-59_effect,60-79_effect,80+_effect,0-19_cause,20-39_cause,40-59_cause,60-79_cause,80+_cause,legend_0-19,legend_20-39,legend_40-59,legend_60-79,legend_80+,d1PHHS_effect,d2PHHS_effect,d3PHHS_effect,d4PHHS_effect,d5PHHS_effect,d6+PHHS_effect,dCER_effect,dHHS_effect,d1PHHS_cause,d2PHHS_cause,d3PHHS_cause,d4PHHS_cause,d5PHHS_cause,d6+PHHS_cause,dCER_cause,dHHS_cause,legend_d1PHHS,legend_d2PHHS,legend_d3PHHS,legend_d4PHHS,legend_d5PHHS,legend_d6+PHHS,legend_dCER,legend_dHHS,days_since_100+_cases_effect,cases_effect,days_since_100+_cases_cause,cases_cause,legend_days_since_100+,legend_cases
E07000032,1.2556986,0.45865855,-0.3375993961417399,-0.26259713022383835,Total Population,Population Density,-0.50247526,3.0506496,1.3611866000000001,2.2242374,0.020934338,-1.0291243866521083,-0.5135707924678269,1.022440494116017,0.7010045716707444,0.041147272217029324,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2832278,1.009288,0.22926660000000001,1.5342548,1.3264201999999998,1.7041004000000002,1.1785309,0.47876555,-0.2506722088284109,0.9827270369973955,0.496764547899775,0.19393786593164405,-1.0126390497614803,-0.6522626473846279,-0.8947847562519056,-0.3653581858319481,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.6899831000000003,1.2419738999999999,-0.2253052289035792,0.14119009784785752,Days Since the 100th Case,Total Cases
E07000033,1.2776161,0.47816592,-1.1619553610021967,-0.23500441230338096,Total Population,Population Density,-0.09635139999999999,2.6928592,1.2856715,2.0327189999999997,-0.53310573,-0.5815659588800288,-0.18257952700837252,0.8321867704750735,0.27558631756731417,-0.366205398699346,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3192158,1.0808661,-0.19382599,1.7538688999999998,1.4078556999999998,1.7310580000000002,1.3288144,0.42973459999999997,0.03948491829077104,0.713975095598626,1.1247107211579073,-0.27045349611193376,-0.6350549512037345,-0.6192908076363535,-1.1225028679390159,-0.43468422709278265,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.5534407,1.2620656000000001,-0.4465386765619124,-0.26209242878789574,Days Since the 100th Case,Total Cases
E07000034,1.2622471000000002,1.0229075,-0.6762519613464771,0.5846773765949271,Total Population,Population Density,-0.44228175,2.6531854,1.1818355,2.0728273,0.14968212,-0.9627887012788866,-0.14616144676150686,0.6038889801431807,0.3609639238107833,0.14272405938984953,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4504528,1.0415931,0.08126123,1.9376099999999998,1.2595664,1.5831921,1.0635805,-0.12134159,1.2355370816607085,0.8734214283633522,0.7174780209390325,-0.7722513196659796,-1.2457979380077635,-0.8006901044146885,-0.696157081916826,-1.2655929158030983,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.2550974,-0.0040717812452460206,-0.1814289567406271,Days Since the 100th Case,Total Cases
E07000035,1.2862613999999999,-0.3973793,-1.33866444312926,-1.4358906532288764,Total Population,Population Density,-1.2538341999999998,3.9924642999999995,1.4920455,2.540388,1.2773496000000002,-1.8529463113980562,-1.405533362353696,1.4349951703171686,1.6587924443060553,1.2700066784763306,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3174964,0.8690114999999999,1.396591,1.7073498,1.4213963,1.5633448,0.66705155,0.26628622,0.024966743528360157,1.3509263969736418,-1.309931300464394,-0.16333432345795126,-0.5468356528603725,-0.8251494954897666,0.654967372812437,-0.6695560337225539,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.448895,1.3585582,-0.5792787451569122,-1.1211294723307277,Days Since the 100th Case,Total Cases
E07000036,1.25865,0.84028214,-0.5013401890448267,0.29346042856385673,Total Population,Population Density,-0.037163485,2.6749842,1.2586343999999998,1.9297619,0.27002212,-0.5163779001844375,-0.1661650023735097,0.7695762178082171,0.06267663731958727,0.2406799208661241,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3247572,1.0673567,-0.39139092,1.6104159,1.2210370000000002,1.5758257,1.1009084999999998,0.3234484,0.08673733997234583,0.7732723325168888,1.415343761860498,0.04374647467642185,-1.3658629946201024,-0.8097655697231521,-0.763674545653189,-0.5866481952072001,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7125136000000003,1.248923,-0.18105853937191257,-0.09278046879928925,Days Since the 100th Case,Total Cases
E07000037,1.2680696000000002,-0.063465185,-0.8997746237182257,-0.9887412558565029,Total Population,Population Density,-0.34464455,3.032381,1.4538993,2.1620673999999998,-0.33305073,-0.8551802446519289,-0.4965560391535624,1.2998386492070664,0.5573919371009676,-0.22393823311055783,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3164653,1.1169741000000002,0.34638109999999994,1.3615232,1.4329120000000002,1.6292062,0.9871144000000001,0.5188408,0.016283415858570904,0.5128830354368019,0.3211606904610251,0.5024028720738166,-0.4564871857944725,-0.74409275924442,-0.5460308245492682,-0.3089881331905917,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.6659898999999998,1.2713648000000002,-0.26955191843524584,-0.35443204592029953,Days Since the 100th Case,Total Cases
E07000038,1.2636541000000001,0.32497326,-0.7365562008976113,-0.4505649233880505,Total Population,Population Density,-0.8152398,3.2836943,1.1654336,2.4057646,0.62812054,-1.3733348420940135,-0.7315993174603392,0.5704890289759458,1.175046873374876,0.5537883339517877,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3027048,0.9688110000000001,0.03828072,1.4733071000000002,1.2076108,1.4988999,1.3106787,0.34358972,-0.09723530226902972,1.10281580295153,0.7813377060117735,0.30745996599608233,-1.4059837828698383,-0.9047477496627608,-1.0964689930720692,-0.5576483193290422,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8225412,1.2504711000000002,0.08442159781808725,-0.11744764177424544,Days Since the 100th Case,Total Cases
E07000039,1.2622972,0.23899740000000003,-0.6785383396972537,-0.5706286667711444,Total Population,Population Density,0.50893503,2.6436331,1.3718354,1.8554485,-1.1047598,0.0837561683471955,-0.13740314701471984,1.0514541971080782,-0.08664776084764972,-0.7503270887141226,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1770364,1.1326774,0.054414958,1.1724433,1.4457468,1.7748157,0.74891496,0.9669380999999999,-0.9526763313520215,0.3790285330790289,0.7573771708561081,0.7994428494281992,-0.31789865223037006,-0.5658587084482002,0.14123823265760468,0.31550639605102415,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8067221999999998,1.2464783000000002,0.04017490828642062,-0.04794778471711298,Days Since the 100th Case,Total Cases
E07000040,1.2516385,-0.045104495999999994,-0.10674452095676219,-0.9635954941045726,Total Population,Population Density,-1.0104978999999998,3.9014082,0.39396536,2.5741103,1.7258761999999999,-1.5874695876514715,-1.3181395406252778,-0.636235088867874,1.843128183129132,2.739932537290879,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3899503999999998,0.609129,1.6827314999999998,2.0433247,1.3433267,1.6845881,0.6785465999999999,-0.13749729,0.685258607692555,1.845215474175105,-1.7804927099454857,-1.2018959411964467,-0.9461376087842281,-0.6761582867149636,0.5557946696204075,-1.2921975672963615,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.6404343000000001,1.3231033,-0.31379860796691245,-0.7809389303468468,Days Since the 100th Case,Total Cases
E07000041,1.2548073999999998,1.234924,-0.28593851935819964,0.9803969840956296,Total Population,Population Density,-0.23865914,0.031229958,-1.1511046999999999,1.3689773,-0.564753,-0.7383661803836964,2.1578412003872236,-2.713736314913896,-1.0233604925634256,-0.3882873663067322,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4044555,1.1046579,1.2549472,1.9296360000000001,1.4435167,2.346447,0.43592787,0.29593846,0.8231350880997712,-0.33613325257086785,-1.0822003229094013,-0.746495038773792,-0.3473474913317171,0.1265959062190347,2.1011324316470423,-0.626432386025933,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7336848000000002,1.2569705,-0.13681184984024594,-0.20454518045730866,Days Since the 100th Case,Total Cases
E07000043,1.2659748,-0.41183549999999997,-0.8266287571535065,-1.4546536172491689,Total Population,Population Density,-0.34141845,3.4392970000000003,0.8949531,2.3861380000000003,1.1834227,-0.8516265644894416,-0.8782155703502272,0.08694827191762142,1.1179360662871398,1.1462144636903706,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3252028,1.0414784,1.2287661,1.908204,1.4525287,2.119275,0.66545206,0.39666224,0.09054244685280848,0.8738431810429887,-1.0404435017048834,-0.6797554062106329,-0.17644570392161554,-0.1479795805577144,0.6697980466235038,-0.4817042104137821,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,0.7400103,1.3701538,-1.1544857090685785,-1.4757444730366938,Days Since the 100th Case,Total Cases
E07000045,1.2542431,0.009380501,-0.2534360493382497,-0.8887556336677143,Total Population,Population Density,-0.83701456,3.5908233999999997,1.040144,2.475059,1.3405147,-1.3972480082498364,-1.0217519008905573,0.3330156105381305,1.3971453556527615,1.3599852465835582,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.349742,0.93037015,1.0682095,1.9039131,1.3460542,1.8088389999999999,0.66143686,0.15077910000000003,0.3079393429167545,1.2048541409120213,-0.7863920589169725,-0.6668032368357462,-0.9350140603880434,-0.5243809640309226,0.7082822294444732,-0.8402269516383527,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.448895,1.3707972,-0.5792787451569122,-1.4090779890797356,Days Since the 100th Case,Total Cases
E07000061,1.2628177,1.1766028,-0.701274117833423,0.8612520960729344,Total Population,Population Density,-0.19680761,3.050574,0.41741207,2.177957,1.6830386000000002,-0.6922437952397646,-0.5134961504510431,-0.6049593142898713,0.593485574273227,2.0833795397335835,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.5798887,1.098386,1.232572,2.0800629,1.3817386999999999,2.0272067,0.6626839,-0.3073297,2.0395661466954613,0.6266854436303063,-1.046508437027853,-1.4862977273474494,-0.7759585009206212,-0.25931948375543146,0.6961589084176918,-1.5846173889266604,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.5206705,1.3582021999999998,-0.49078536609357903,-1.1165004877219291,Days Since the 100th Case,Total Cases
E07000063,1.2629848,0.3045314,-0.7084296354522044,-0.4791668530598304,Total Population,Population Density,-0.2089824,3.5859826,1.0076367,2.3281746,1.5498053,-0.7056602635397027,-1.0171618267852935,0.27562243885558274,0.9592726631374414,1.7225280318399272,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3502858999999998,1.0574558,0.9200303,1.7541093999999997,1.4418198999999998,1.8312616000000002,0.7543858,0.29681215,0.31291202906608917,0.8134607030368983,-0.5547851476615844,-0.2710240400481983,-0.3677554882357682,-0.4970761321013603,0.11731148156106874,-0.625168025612611,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7125136000000003,1.3707707,-0.18105853937191257,-1.4008527395158892,Days Since the 100th Case,Total Cases
E07000064,1.266203,-0.01510424,-0.8350136394811942,-0.922421498480498,Total Population,Population Density,-1.4405668,4.070244000000001,0.34825057,2.6057745999999997,1.6768494999999999,-2.0552140608562177,-1.4803387366312495,-0.6967660189604028,2.2271847646213803,2.983175366977291,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4829653999999999,0.78673005,1.7500738,1.9881417000000001,1.2978913,2.3102074,0.6469991,-0.30311215,1.4859146823493992,1.5243868315089928,-1.8936364186407266,-2.273906956842786,-1.1169907723063939,0.08276079690331141,0.8599700137104236,-1.5770401398269744,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.0665513999999998,1.370783,-0.9332522614102454,-1.4043709468850047,Days Since the 100th Case,Total Cases
E07000065,1.247978,-0.0033118696999999996,0.07787497404015399,-0.9062208045353614,Total Population,Population Density,-0.35747382,3.7811519999999996,1.1783324,2.4268248,1.3555149,-0.8693196188589625,-1.203050958263728,0.5967080407109412,1.2387774016267443,1.3823177945909983,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2564415,1.029367,1.2259608999999998,1.5704778,1.4519396999999998,1.9360218,0.69194984,0.6215359,-0.44840907505068145,0.9165474126765523,-1.0359729450040824,0.12373251708327389,-0.19731019827425864,-0.3697984632442163,0.45509142201640956,-0.1654709288527529,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7723433999999998,1.3093023000000001,-0.048318470776912655,-0.670228169327004,Days Since the 100th Case,Total Cases
E07000066,1.2412301000000001,1.0494683999999999,0.3412668561636319,0.6297449334460343,Total Population,Population Density,1.3119186999999999,2.3034139,0.8130387,1.6181036,-0.59052366,0.9592351544446778,0.17249371794553345,-0.042069933149607254,-0.5483868417809413,-0.4061880160101902,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.304539,1.0783846000000001,0.1770487,0.98605293,1.417561,2.0792648999999996,1.5727623,0.95505947,-0.0823615349000865,-0.4727588821632151,0.5747776010274164,1.0597193191255487,0.3479174547451519,-0.19635016936570046,-1.446140346255158,0.2988118251673106,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9036933,1.2549883,0.3499017350080871,0.4144598030711177,Days Since the 100th Case,Total Cases
E07000067,1.2499933,0.12619294,-0.020015492349834737,-0.7273979736470488,Total Population,Population Density,0.54843277,2.9751692000000003,1.2583965,1.9891974,-0.14806691,0.12704609525805888,-0.44336244466325486,0.7690489414200873,0.18460559903655352,-0.08777710720563456,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2288837,1.1439933999999998,0.21830595,1.1410416,1.431331,1.785812,0.9705834999999999,0.9556541,-0.6365774500894295,0.16064004491531447,0.5131554887051357,0.845357820712692,0.2521585569663135,-0.5524462597732135,-0.5110096006482555,0.2996442532691658,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7723433999999998,1.3166752,-0.048318470776912655,-0.728981866313042,Days Since the 100th Case,Total Cases
E07000068,1.2806864,0.48142642,-1.2295844761391088,-0.2303782565321673,Total Population,Population Density,0.35508925,2.9119546,1.3432819,1.8144158,0.9584187,-0.08502265190694384,-0.3847180707143497,0.97498346280866,-0.1678815406566394,0.8838568828965941,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2861468999999999,1.1161674,0.6802847,0.39702220000000005,1.4128801000000002,1.6902914,0.9738150999999999,0.9196027,-0.2282165684405479,-0.26199976028429933,-0.1851002704343057,1.734618419589198,0.3759441424636172,-0.6691704334727844,-0.5179298018288476,0.24910311205245547,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8067221999999998,1.3177673,0.04017490828642062,-0.7377113173094108,Days Since the 100th Case,Total Cases
E07000069,1.2693696,1.1172958999999998,-0.9415679808477923,0.7494681927276391,Total Population,Population Density,-0.40821892,3.2206202,0.6725285,2.3915515,0.93248093,-0.9252519845689195,-0.6724019613717503,-0.2514341807563657,1.133475426014175,0.8559520314536863,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1940159,1.1322039,0.47297597,1.2088685,1.3825593999999999,1.9055953,1.4595866000000002,1.0476478,-0.854269939142892,0.3840744291108441,0.13025813342722115,0.7450478498215193,0.5270624755801392,-0.4067178709662518,-1.3013527081032943,0.42969411955521775,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7125136000000003,1.3276589,-0.18105853937191257,-0.8185509901361735,Days Since the 100th Case,Total Cases
E07000070,1.2436854,0.502905,0.2555426312778905,-0.19992479356111476,Total Population,Population Density,0.482896,2.5239475,1.0907096,1.8051752,0.021852097,0.05520824710299484,-0.027918127488924305,0.42546120599194726,-0.18606823547323356,0.041859288308390266,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2389696000000001,1.1420771,0.47801313,0.8631638,1.4244982,1.7658942,0.8713394,0.95132774,-0.569419827299749,0.023137568255179163,0.12263570807799612,1.2168692438178335,0.3026201316260546,-0.5767464208935156,-0.27337940118659737,0.2935664532543437,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9036933,1.2610214,0.3499017350080871,-0.25080926409355325,Days Since the 100th Case,Total Cases
E07000071,1.2392578,0.5592469,0.4036205673313316,-0.11966522645693375,Total Population,Population Density,0.65757203,1.6072271,0.27834369999999997,1.6000836999999999,-0.8815704,0.24655540384662786,0.7944621831139197,-0.7883419972765064,-0.5828530109501844,-0.6037934506240168,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2872186,1.1430421999999998,0.5199904000000001,1.5162108,1.4473972,1.8309375,0.58518475,0.65248543,-0.2199351572208262,0.051581686342795176,0.05904872568608155,0.22812601294050353,-0.2931518058510863,-0.4974714918072802,1.4639473123388915,-0.1224006697338417,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.271885,-0.0040717812452460206,-0.35933922455171924,Days Since the 100th Case,Total Cases
E07000072,1.2546383999999997,0.35235809999999995,-0.2763383347242215,-0.4121985080112759,Total Population,Population Density,0.3806225,2.730896,1.2581707,1.8344957,0.36886325,-0.05698977898703982,-0.2175523719282476,0.768544436621657,-0.1282169553519063,0.323591765071343,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3011999,1.087178,0.21641703,0.93647856,1.3951723999999999,1.9444736,1.2702584,0.9069210999999999,-0.10937951991163265,-0.4306475312000312,0.5159734643278014,1.1243700088824264,0.4692930536056395,-0.35955025603613017,-1.037140919276275,0.2313680734689868,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9273673999999998,1.2545316999999998,0.43839511407142034,-0.17424281033681208,Days Since the 100th Case,Total Cases
E07000075,1.2714279,0.4955302,-1.0033661364199062,-0.21038808015995142,Total Population,Population Density,-0.2903579,3.1969060000000002,1.2882538000000001,2.1967232000000005,0.7522885,-0.7953426735374209,-0.6501813591296334,0.8383065666328845,0.6366376114590019,0.672074703691778,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.0836794,1.1440883999999998,0.7596308,0.17216286,1.3197556000000001,1.8023161,1.3564858,1.3788253000000001,-1.4173063267115722,0.10871500403880341,-0.30681065670344976,1.9512231021273807,0.7566015740570056,-0.5323307996880261,-1.1615936244493876,0.9236311472131622,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.5534407,1.363393,-0.4465386765619124,-1.1898455187058068,Days Since the 100th Case,Total Cases
E07000076,1.251303,0.40719286,-0.08860370338437785,-0.3351857302167233,Total Population,Population Density,-0.70925534,3.7617233,0.08896187,2.5815353,1.6724738000000001,-1.2568103421105725,-1.184493039229743,-1.03200711576238,1.894746019798604,2.0448154935462965,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.4529618,0.88569814,1.2611587,2.0866144,1.3867798999999998,2.0767689,0.78360045,-0.15925777,1.2562515576540785,1.3128897652923763,-1.0921286443736813,-1.6458566314657976,-0.7508469207345759,-0.19936670762590147,0.0010290948583218684,-1.3283410005789558,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8067221999999998,1.3198713,0.04017490828642062,-0.7546792874865067,Days Since the 100th Case,Total Cases
E07000077,1.2699394,-0.17088284,-0.9591729981760162,-1.1349361390832622,Total Population,Population Density,0.90272045,3.3039627,1.5240828000000002,1.9002506999999997,-0.013453328999999998,0.5144032902583628,-0.7506523122133189,1.5621304084822616,0.003005707022330594,0.014529357457559011,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.025669,1.126825,0.7328861999999999,0.34208903,1.0828227,1.9059599999999999,0.7504196999999999,1.5726768999999998,-1.6528466022906574,-0.1781877251202739,-0.2657196732369838,1.7891791255069802,1.3117784522740557,-0.4062776353674712,0.13458083110874597,1.254132555398726,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.6132258999999998,1.3637631000000001,-0.3580452974985791,-1.195753459532795,Days Since the 100th Case,Total Cases
E07000078,1.2581983,1.1982194,-0.4769751907633855,0.9041542410244042,Total Population,Population Density,0.18425933,1.9817243999999998,0.45896953,1.7415342,0.40748608,-0.2727168238930895,0.4618277359587312,-0.5491159476296318,-0.3104733960564773,0.35665267426691516,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.482852,1.1377251,1.3614861999999999,1.8767773,1.4033889,1.9236422999999998,0.61869794,-0.081466146,1.4850909903467833,0.3164622402837682,-1.253202588667931,-0.5874940237290778,-0.6613734068260034,-0.3848145328125698,1.1754834437735773,-1.2006777479629147,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8655756000000001,1.3280867,0.21716166641308715,-0.8221609002899953,Days Since the 100th Case,Total Cases
E07000079,1.2700394,-0.49271795,-0.9622933354958227,-1.558425002937458,Total Population,Population Density,-0.70608914,3.7196964999999995,1.3499748,2.4235072,1.2690697,-1.2533298752273039,-1.1443950591802978,0.992534679573442,1.2285593902245266,1.2586531398677132,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.3586942,0.92120403,1.3160025,1.7510339,1.4009637,1.6307993,0.7040267,0.14837351,0.39015455795247517,1.2278405632074918,-1.1799825727683275,-0.2637544224815172,-0.6751850352603207,-0.7421396931026173,0.3755644123861561,-0.8438360156594836,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.584259,1.3707789,-0.40229198703024577,-1.4256995396579673,Days Since the 100th Case,Total Cases
E07000081,1.2550758999999998,1.2753499,-0.3015256890294895,1.0707004311737536,Total Population,Population Density,1.1269778999999998,2.1080097999999996,0.81023353,1.585477,-0.84292585,0.7585944851396785,0.34865711099554786,-0.04638798206347117,-0.6107522799036378,-0.5780067221133607,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2892417,1.1010523,0.24032056,1.3710033000000001,1.4196284,2.2432689999999997,0.8069642,0.93055063,-0.2042080492921484,-0.35710175554154405,0.48022719667287805,0.48647476749931684,0.33493015263384524,0.0018529594173350228,-0.08101008372040353,0.2644224144833586,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8225412,1.2717316,0.08442159781808725,-0.35786496329607737,Days Since the 100th Case,Total Cases
E07000082,1.2576642,0.14740755,-0.4480390061687211,-0.6979766807970988,Total Population,Population Density,0.043151657999999996,3.5243084000000002,1.4753174,2.2290971,0.3749321,-0.4279505586869244,-0.9586547136073829,1.3738099363870242,0.7125246307289501,0.3287632334288864,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2803704,1.0759082,1.2224585,1.3308387,1.4498118,1.8647041000000002,0.9421009,0.6456246,-0.27248880117816604,0.7364048765543805,-1.0304025837957687,0.553216202727076,0.0419756884510407,-0.4563943633530496,-0.4480445631882211,-0.13194049935387028,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7900182,1.3410122,-0.0040717812452460206,-0.935043673505922,Days Since the 100th Case,Total Cases
E07000083,1.2678511000000001,0.07418682,-0.8925310087600977,-0.7993755384564712,Total Population,Population Density,0.1710815,3.0460353,1.0498204,2.126512,0.5371071999999999,-0.28720584711426395,-0.5092702286774118,0.3503951368051609,0.47792186613456056,0.4706407130806208,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2866926,0.99958163,0.86590356,1.4802636,1.4288876,1.7448240000000002,0.98884755,0.4992125,-0.22401238895889963,1.012956755366372,-0.4708023284400297,0.2947670614616247,-0.49030200929180456,-0.6024701371104692,-0.5496450165200776,-0.3365656039597691,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.7336848000000002,1.3695903999999999,-0.13681184984024594,-1.3259518663713254,Days Since the 100th Case,Total Cases
E07000084,1.2440468999999998,0.18354994,0.24199044441611828,-0.6477913297421488,Total Population,Population Density,0.93745613,2.5918639999999997,1.3995295,1.6853526,-1.0689693999999998,0.5522847932184669,-0.08998267955822332,1.1300087082971777,-0.4192144407158934,-0.7270891261534653,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.2011087999999999,1.143946,0.13643338,1.070719,1.4498135,1.9595818999999999,1.2993497999999999,1.0562799999999999,-0.8117365461814198,0.16436134215447037,0.6353478746514523,0.9450325789256757,0.041923222700488934,-0.3412278711303655,-1.0800249404947488,0.4419870562961008,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.9615586,1.2638899,0.5711351826664203,-0.2812902322855976,Days Since the 100th Case,Total Cases
E07000085,1.2572168,0.09897464,-0.4234816356626343,-0.7650876829330464,Total Population,Population Density,0.18464246,3.6660682999999996,1.4203085,2.2232830000000003,0.982856,-0.2722946951059111,-1.0932988287457148,1.1922333515060626,0.6987456671432755,0.9105276182673276,Ages 0-19,Ages 20-39,Ages 40-59,Ages 60-79,Ages 80+,1.1681895,1.131842,0.7424727,1.089159,1.4516417,1.9163651000000002,0.69048035,1.0266681999999998,-1.0020678220699621,0.387844796916509,-0.2804469289368002,0.9192974926333602,-0.0008245637432321984,-0.39364590857786297,0.4654667574552401,0.39986707149400885,1 Person Household,2 People Household,3 People Household,4 People Household,5 People Household,6+ People Household,Residents in  Communal Establishments,Mean Household Size,1.8067221999999998,1.3339923999999999,0.04017490828642062,-0.8723650244815291,Days Since the 100th Case,Total Cases
